Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2002,2002,2002,2,0,2,Export,410,Rep. of Korea,KOR,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,137400,,,0
H2,2002,2002,2002,2,0,2,Export,484,Mexico,MEX,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,214722,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,13320,,,0
H2,2002,2002,2002,2,0,2,Export,724,Spain,ESP,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,93642,,,0
H2,2002,2002,2002,2,0,2,Export,757,Switzerland,CHE,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,12912,,,0
H2,2002,2002,2002,2,0,2,Export,792,Turkey,TUR,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,6514,,,0
H2,2002,2002,2002,2,0,2,Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,1260554,,,0
H2,2002,2002,2002,2,0,3,Re-Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,,,,,117608,,,0
H1,1998,1998,1998,2,0,2,Export,32,Argentina,ARG,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,41763,,,0
H1,1998,1998,1998,2,0,2,Export,40,Austria,AUT,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,1295,,,0
H1,1998,1998,1998,2,0,2,Export,76,Brazil,BRA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,334736,,,0
H1,1998,1998,1998,2,0,2,Export,152,Chile,CHL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,2749,,,0
H1,1998,1998,1998,2,0,2,Export,156,China,CHN,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,137274,,,0
H1,1998,1998,1998,2,0,2,Export,203,Czechia,CZE,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,617604,,,0
H1,1998,1998,1998,2,0,1,Import,222,El Salvador,SLV,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,2717,,,0
H1,1998,1998,1998,2,0,2,Export,276,Germany,DEU,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,4000,,,0
H1,1998,1998,1998,2,0,1,Import,340,Honduras,HND,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,1468,,,0
H1,1998,1998,1998,2,0,2,Export,381,Italy,ITA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,117350,,,0
H1,1998,1998,1998,2,0,2,Export,410,Rep. of Korea,KOR,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,59539,,,0
H1,1998,1998,1998,2,0,2,Export,484,Mexico,MEX,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,371046,,,0
H1,1998,1998,1998,2,0,2,Export,724,Spain,ESP,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,100812,,,0
H1,1998,1998,1998,2,0,2,Export,826,United Kingdom,GBR,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,39353,,,0
H1,1998,1998,1998,2,0,1,Import,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,613601,,,0
H1,1998,1998,1998,2,0,2,Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,505758,,,0
H1,1998,1998,1998,2,0,3,Re-Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,3249,,,0
H1,1999,1999,1999,2,0,2,Export,32,Argentina,ARG,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,20271,,,0
H1,1999,1999,1999,2,0,2,Export,40,Austria,AUT,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,28389,,,0
H1,1999,1999,1999,2,0,2,Export,76,Brazil,BRA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,292733,,,0
H1,1999,1999,1999,2,0,2,Export,124,Canada,CAN,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,18494,,,0
H1,1999,1999,1999,2,0,2,Export,152,Chile,CHL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,1050,,,0
H1,1999,1999,1999,2,0,2,Export,156,China,CHN,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,35886,,,0
H1,1999,1999,1999,2,0,2,Export,170,Colombia,COL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,2000,,,0
H1,1999,1999,1999,2,0,1,Import,188,Costa Rica,CRI,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,2910,,,0
H1,1999,1999,1999,2,0,2,Export,203,Czechia,CZE,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,407399,,,0
H1,1999,1999,1999,2,0,2,Export,276,Germany,DEU,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,45172,,,0
H1,1999,1999,1999,2,0,1,Import,340,Honduras,HND,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,1246,,,0
H1,1999,1999,1999,2,0,2,Export,381,Italy,ITA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,2814112,,,0
H1,1999,1999,1999,2,0,2,Export,410,Rep. of Korea,KOR,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,28850,,,0
H1,1999,1999,1999,2,0,2,Export,484,Mexico,MEX,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,205197,,,0
H1,1999,1999,1999,2,0,2,Export,558,Nicaragua,NIC,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,15000,,,0
H1,1999,1999,1999,2,0,2,Export,711,So. African Customs Union,ZAF,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,335977,,,0
H1,1999,1999,1999,2,0,2,Export,724,Spain,ESP,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,122168,,,0
H1,1999,1999,1999,2,0,1,Import,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,96748,,,0
H1,1999,1999,1999,2,0,2,Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,903840,,,0
H1,2000,2000,2000,2,0,2,Export,32,Argentina,ARG,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,36575,,,0
H1,2000,2000,2000,2,0,2,Export,40,Austria,AUT,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,143057,,,0
H1,2000,2000,2000,2,0,2,Export,76,Brazil,BRA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,257696,,,0
H1,2000,2000,2000,2,0,1,Import,188,Costa Rica,CRI,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,3822,,,0
H1,2000,2000,2000,2,0,2,Export,203,Czechia,CZE,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,303515,,,0
H1,2000,2000,2000,2,0,1,Import,222,El Salvador,SLV,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,1932,,,0
H1,2000,2000,2000,2,0,2,Export,222,El Salvador,SLV,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,13249,,,0
H1,2000,2000,2000,2,0,2,Export,251,France,FRA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,15871,,,0
H1,2000,2000,2000,2,0,2,Export,276,Germany,DEU,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,4000,,,0
H1,2000,2000,2000,2,0,2,Export,348,Hungary,HUN,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",8,Weight in kilograms,,,1000,,1000,,106000,,,0
H1,2000,2000,2000,2,0,2,Export,381,Italy,ITA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,116015,,,0
H1,2000,2000,2000,2,0,2,Export,410,Rep. of Korea,KOR,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,58136,,,0
H1,2000,2000,2000,2,0,1,Import,484,Mexico,MEX,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,52630,,,0
H1,2000,2000,2000,2,0,2,Export,484,Mexico,MEX,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,252680,,,0
H1,2000,2000,2000,2,0,2,Export,490,"Other Asia, nes",,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,2163,,,0
H1,2000,2000,2000,2,0,2,Export,608,Philippines,PHL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,149933,,,0
H1,2000,2000,2000,2,0,2,Export,643,Russian Federation,RUS,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,4440,,,0
H1,2000,2000,2000,2,0,2,Export,724,Spain,ESP,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,52675,,,0
H1,2000,2000,2000,2,0,1,Import,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,2968,,,0
H1,2000,2000,2000,2,0,2,Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,1312224,,,0
H1,2001,2001,2001,2,0,2,Export,32,Argentina,ARG,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,80301,,,0
H1,2001,2001,2001,2,0,2,Export,40,Austria,AUT,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,208704,,,0
H1,2001,2001,2001,2,0,2,Export,156,China,CHN,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,54340,,,0
H1,2001,2001,2001,2,0,2,Export,203,Czechia,CZE,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,440192,,,0
H1,2001,2001,2001,2,0,1,Import,214,Dominican Rep.,DOM,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,200000,,,0
H1,2001,2001,2001,2,0,1,Import,222,El Salvador,SLV,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,179,,,0
H1,2001,2001,2001,2,0,2,Export,222,El Salvador,SLV,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,12205,,,0
H1,2001,2001,2001,2,0,2,Export,276,Germany,DEU,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,32000,,,0
H1,2001,2001,2001,2,0,2,Export,348,Hungary,HUN,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,62000,,,0
H1,2001,2001,2001,2,0,2,Export,381,Italy,ITA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,363428,,,0
H1,2001,2001,2001,2,0,2,Export,410,Rep. of Korea,KOR,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,60800,,,0
H1,2001,2001,2001,2,0,2,Export,484,Mexico,MEX,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,82730,,,0
H1,2001,2001,2001,2,0,2,Export,558,Nicaragua,NIC,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,11500,,,0
H1,2001,2001,2001,2,0,2,Export,604,Peru,PER,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,4,,,0
H1,2001,2001,2001,2,0,2,Export,608,Philippines,PHL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,275158,,,0
H1,2001,2001,2001,2,0,2,Export,643,Russian Federation,RUS,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,4440,,,0
H1,2001,2001,2001,2,0,2,Export,724,Spain,ESP,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,127619,,,0
H1,2001,2001,2001,2,0,2,Export,757,Switzerland,CHE,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,9743,,,0
H1,2001,2001,2001,2,0,1,Import,826,United Kingdom,GBR,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,85288,,,0
H1,2001,2001,2001,2,0,2,Export,826,United Kingdom,GBR,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,46274,,,0
H1,2001,2001,2001,2,0,1,Import,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,721995,,,0
H1,2001,2001,2001,2,0,2,Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,931201,,,0
H1,2001,2001,2001,2,0,3,Re-Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,66400,,,0
H1,2002,2002,2002,2,0,1,Import,340,Honduras,HND,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,90,,,0
H1,2002,2002,2002,2,0,2,Export,608,Philippines,PHL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,84843,,,0
H0,1998,1998,1998,2,0,2,Export,608,Philippines,PHL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,151633,,,0
H0,1999,1999,1999,2,0,2,Export,608,Philippines,PHL,320,Guatemala,GTM,,,,,,,,93,"Arms and ammunition, parts and accessories thereof",1,No Quantity,,,,,,,144098,,,0
